user_id,gender,age,occupation,zipcode,rating_count,rating_mean,rating_std,movie_count,gender_encoded
1,F,1,10,48067,53,4.188679245283019,0.6809666142721433,53,0
2,M,56,16,70072,129,3.7131782945736433,1.0015129059453969,129,1
3,M,25,15,55117,51,3.9019607843137254,0.9849853188912882,51,1
4,M,45,7,02460,21,4.190476190476191,1.0779168622415933,21,1
5,M,25,20,55455,198,3.1464646464646466,1.1326993168527137,198,1
6,F,50,9,55117,71,3.9014084507042255,0.8307471607356974,71,0
7,M,35,1,06810,31,4.32258064516129,0.7477565011059659,31,1
8,M,25,12,11413,139,3.884892086330935,0.9253212265630909,139,1
9,M,25,17,61614,106,3.7358490566037736,0.8200102994992293,106,1
10,F,35,1,95370,401,4.114713216957606,0.8377398045036872,401,0
11,F,25,1,04093,137,3.2773722627737225,1.348909837649404,137,0
12,M,25,12,32793,23,3.8260869565217392,1.114049693401326,23,1
13,M,45,1,93304,108,3.388888888888889,0.7952350306004385,108,1
14,M,35,0,60126,25,3.32,1.405939780597543,25,1
15,M,25,7,22903,201,3.3233830845771144,0.8245607906712749,201,1
16,F,35,0,20670,35,3.0285714285714285,1.2481919697215291,35,0
17,M,50,1,95350,211,4.075829383886256,0.8129509147538628,211,1
18,F,18,3,95825,305,3.6491803278688524,1.3614310087980939,305,0
19,M,1,10,48073,255,3.5725490196078433,1.0838976096013073,255,1
20,M,25,14,55113,24,4.083333333333333,0.829702233998107,24,1
21,M,18,16,99353,22,2.909090909090909,1.4111491740216522,22,1
22,M,18,15,53706,297,3.0673400673400675,1.014511596401825,297,1
23,M,35,0,90049,304,3.3157894736842106,1.02394469626584,304,1
24,F,25,7,10023,136,3.948529411764706,0.8283839952419315,136,0
25,M,18,4,01609,85,3.7411764705882353,1.1035973771572438,85,1
26,M,25,7,23112,400,2.96,1.032504316168832,400,1
27,M,25,11,19130,70,4.171428571428572,1.179184544707142,70,1
28,F,25,1,14607,107,3.7570093457943927,0.8560673740824585,107,0
29,M,35,7,33407,108,3.5833333333333335,1.051256480082709,108,1
30,F,35,7,19143,43,3.488372093023256,0.9353403511749033,43,0
31,M,56,7,06840,119,3.73109243697479,1.0226045095286924,119,1
32,F,25,0,19355,48,3.625,1.0026560471747878,48,0
33,M,45,3,55421,391,3.498721227621483,1.0250070176292738,391,1
34,F,18,0,02135,164,3.8658536585365852,1.0539111512120503,164,0
35,M,45,1,02482,198,3.54040404040404,1.0499619709738095,198,1
36,M,25,3,94123,351,4.199430199430199,0.7709731995339878,351,1
37,F,25,9,66212,53,3.69811320754717,1.4621494406994078,53,0
38,F,18,4,02215,100,3.58,0.8187203614806647,100,0
39,M,18,4,61820,62,3.564516129032258,1.2495371961865014,62,1
40,M,45,0,10543,96,3.4479166666666665,1.1320200078821991,96,1
41,F,18,4,15116,25,3.48,1.5842979517754863,25,0
42,M,25,8,24502,231,3.74025974025974,0.7644707871564381,231,1
43,M,25,12,60614,24,4.125,0.9469631093315002,24,1
44,M,45,17,98052,193,3.6321243523316062,1.1921637126625235,193,1
45,F,45,16,94110,297,2.946127946127946,1.116730942119899,297,0
46,M,18,19,75602,41,4.219512195121951,1.6048706353153708,41,1
47,M,18,4,94305,22,3.909090909090909,0.750180353495453,22,1
48,M,25,4,92107,598,3.068561872909699,0.8166903868404635,598,1
49,M,18,12,77084,108,3.712962962962963,0.8652256571945691,108,1
50,F,25,2,98133,43,3.0697674418604652,0.8835897786925597,43,0
51,F,1,10,10562,40,3.825,0.9306049865682222,40,0
52,M,18,4,72212,79,3.5569620253164556,1.106470890657666,79,1
53,M,25,0,96931,684,4.2368421052631575,0.9463125468011803,684,1
54,M,50,1,56723,40,4.025,0.7675301714607473,40,1
55,F,35,12,55303,25,4.12,0.8326663997864531,25,0
56,M,35,20,60440,67,3.970149253731343,1.1543087824601292,67,1
57,M,18,19,30350,64,2.90625,1.4333748609709507,64,1
58,M,25,2,30303,437,3.9725400457665905,0.985759243255319,437,1
59,F,50,1,55413,213,3.4741784037558685,0.8330099469967651,213,0
60,M,50,1,72118,70,3.414285714285714,1.345877841247517,70,1
61,M,25,17,95122,36,2.7777777777777777,1.045018417092968,36,1
62,F,35,3,98105,498,3.566265060240964,0.8467160530372162,498,0
63,M,18,4,54902,98,3.4285714285714284,1.2518028236421064,98,1
64,M,18,1,53706,27,4.148148148148148,0.8639668665167352,27,1
65,M,35,12,55803,121,4.347107438016529,0.8135390156762905,121,1
66,M,25,18,57706,26,3.8461538461538463,1.4336612624272917,26,1
67,F,50,5,60181,64,4.296875,0.8102456515606951,64,0
68,M,18,4,53706,72,3.75,1.2754452412315795,72,1
69,F,25,1,02143,65,4.153846153846154,1.0492671435156724,65,0
70,M,18,4,53703,54,3.7037037037037037,1.2228890881322052,54,1
71,M,25,14,95008,29,3.7586206896551726,0.7394579295380164,29,1
72,F,45,0,55122,43,3.697674418604651,1.165677479713391,43,0
73,M,18,4,53706,255,3.364705882352941,1.051961708797562,255,1
74,M,35,14,94530,43,4.046511627906977,1.0900740117313357,43,1
75,F,1,10,01748,175,4.005714285714285,1.019900507076536,175,0
76,M,35,7,55413,87,4.172413793103448,0.8654464710345425,87,1
77,M,18,4,15321,39,2.948717948717949,1.2128417684082626,39,1
78,F,45,1,98029,140,3.657142857142857,0.9273729319883044,140,0
79,F,45,0,98103,31,3.6451612903225805,1.1415891583453361,31,0
80,M,56,1,49327,48,3.8958333333333335,0.92804033600282,48,1
81,F,25,0,60640,86,4.4186046511627906,1.0456083653190476,86,0
82,M,25,17,48380,118,4.016949152542373,0.7951030772015312,118,1
83,F,25,2,94609,99,3.5757575757575757,1.3709144057809508,99,0
84,M,18,4,53140,31,3.838709677419355,1.4628003781229204,31,1
85,M,18,4,94945,39,3.1025641025641026,1.2730996528339342,39,1
86,F,1,10,54467,48,4.3125,0.8789803086410545,48,0
87,M,25,14,48360,59,2.8135593220338984,1.8613544963481286,59,1
88,F,45,1,02476,68,4.147058823529412,1.0687516205081957,68,0
89,F,56,9,85749,21,3.238095238095238,1.7001400502535637,21,0
90,M,56,13,85749,225,3.511111111111111,0.8614310721488354,225,1
91,M,35,7,07650,44,4.704545454545454,0.5531955983003287,44,1
92,F,18,4,44243,430,2.7581395348837208,1.333490531200596,430,0
93,M,25,17,95825,220,2.9727272727272727,1.278262883111123,220,1
94,M,25,17,28601,21,3.857142857142857,0.8535639569308375,21,1
95,M,45,0,98201,99,3.595959595959596,0.9889098504051858,99,1
96,F,25,16,78028,81,3.6049382716049383,0.8166855628955219,81,0
97,F,35,3,66210,154,4.474025974025974,0.6282879730654711,154,0
98,F,35,7,33547,20,3.8,1.1516578439248717,20,0
99,F,1,10,19390,107,3.2149532710280373,1.3530401643983259,107,0
100,M,35,17,95401,76,3.026315789473684,0.8636926028864097,76,1
101,F,18,3,33314,106,4.679245283018868,0.6101860732802391,106,0
102,M,35,19,20871,132,3.128787878787879,1.5203721070757945,132,1
103,M,45,7,92104,115,4.052173913043478,0.9719168820579721,115,1
104,M,25,12,00926,46,3.347826086956522,1.0794523571257546,46,1
105,M,45,12,90277,61,4.295081967213115,0.9008192992138133,61,1
106,F,35,11,79101,47,4.0212765957446805,0.7658289541725544,47,0
107,M,45,18,63129,121,3.743801652892562,0.7133129937112076,121,1
108,M,25,12,30316,37,3.135135135135135,1.2508255532105845,37,1
109,M,45,15,92028,81,4.0,0.6519202405202649,81,1
110,M,25,2,90803,80,3.25,1.2065223589024971,80,1
111,M,35,15,55416,92,3.7282608695652173,0.771800533212674,92,1
112,M,25,16,97209,60,4.183333333333334,1.0655096125625882,60,1
113,M,18,12,37032,68,3.5,1.2518642814237004,68,1
114,F,25,2,83712,98,3.693877551020408,0.9781969871536179,98,0
115,M,25,17,28083,38,3.8421052631578947,1.1034666697834157,38,1
116,M,25,17,55744,86,3.802325581395349,0.9800332220282482,86,1
117,M,25,17,33314,505,3.299009900990099,1.068905300561487,505,1
118,M,35,17,22315,224,3.767857142857143,0.8521367798704288,224,1
119,F,1,10,77515,105,3.5428571428571427,0.8990226683692456,105,0
120,M,25,11,27106,63,3.619047619047619,1.0690449676496978,63,1
121,M,35,7,75229,72,4.416666666666667,0.868055946791774,72,1
122,F,18,4,94305,57,2.9649122807017543,1.2242331751622808,57,0
123,M,35,9,67208,608,3.401315789473684,0.8138817713123326,608,1
124,M,56,7,91356,23,4.173913043478261,0.6503267649311159,23,1
125,M,45,14,01701,71,4.098591549295775,0.75885119146293,71,1
126,M,18,9,98117,51,4.0,1.341640786499874,51,1
127,F,45,3,01770,174,3.8448275862068964,0.8761791223800748,174,0
128,M,56,6,37922,22,4.363636363636363,0.9021379128785211,22,1
129,M,25,11,20164,158,4.025316455696203,0.8883489809510592,158,1
130,M,35,17,50021,135,4.311111111111111,1.1555619339025394,135,1
131,M,18,4,06520,295,3.3966101694915256,1.0857716309565781,295,1
132,M,25,17,99709,89,3.966292134831461,1.0050942764718775,89,1
133,F,25,0,55071,170,3.7705882352941176,1.1358935204505751,170,0
134,M,25,0,66212,183,2.7158469945355193,1.3692543164270494,183,1
135,M,18,4,20006,70,3.657142857142857,1.453488699504032,70,1
136,M,18,2,21202,378,3.074074074074074,1.3876357447167897,378,1
137,F,45,6,78758,201,3.611940298507463,0.6845850687956252,201,0
